"","Organization Name English","Organization Name/ ორგანიზაცია","Organization Status","სერვისი/service tags for sheaghe ","ცენტრის დასახელება/name of the center","Program Name/ ქვეპროგრამა","Target Group/ სამიზნე ჯგუფი","Name of Contact Person / ხელმძღვანელი/საკონტაქტო პირი","Website/facebook","email/ელ-მისამართი","phone/ ტელეფონი","Region/რეგიონი","Municipality Name/ მისამართი/ადმ ერთ","Address/ მისამართი"
"12","New Steps","ახალი ნაბიჯები","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","","დღის ცენტრი","მიტოვების რისკის ქვეშ მყოფი ბავშვები; შშმ ბავშვები","ნინო ქუმსიაშვილი","https://www.facebook.com/%E1%83%90%E1%83%AE%E1%83%90%E1%83%9A%E1%83%98-%E1%83%9C%E1%83%90%E1%83%91%E1%83%98%E1%83%AF%E1%83%94%E1%83%91%E1%83%98-%E1%83%93%E1%83%A6%E1%83%98%E1%83%A1-%E1%83%AA%E1%83%94%E1%83%9C%E1%83%A2%E1%83%A0%E1%83%98-1646220935639170/","nkumsiashvili@yahoo.com","599531650; 577331650","თბილისი","თბილისი","ვარკეთილი 3, 3მ/რ, 180-ე საჯარო სკოლა","41.44273","45.79102","ვარკეთილი 3, 3მ/რ, 180-ე საჯარო სკოლა","ვარკეთილი 3, 3მ/რ, 180-ე საჯარო სკოლა, თბილისი, , Georgia"
"13","Child and Environment","ბავშვი და გარემო","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","ცისარტყელა/ Rainbow","დღის ცენტრი","მიტოვების რისკის ქვეშ მყოფი ბავშვები; შშმ ბავშვები;მიუსაფარი ბავშვები","ნინო იაშვილი","http://www.childandenvironment.org.ge/g_home.html","bavshvidagaremo@yahoo.com","577405403; ","თბილისი","თბილისი","აბასთუმნის ქ. N4","41.44273","45.79102","აბასთუმნის  4","აბასთუმნის 4, თბილისი, , Georgia"
"14","Day Center ""Lazare""","დღის ცენტრი ლაზარე","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","","დღის ცენტრი","მიტოვების რისკის ქვეშ მყოფი ბავშვები","მაკა ნადირაძე","https://www.facebook.com/profile.php?id=100009253128475","lazarecenter@gmail.com","593305524; 593122223","თბილისი","თბილისი","სოფელი გლდანი. ხიდის ქ.4","41.44273","45.79102","სოფელი გლდანი. ხიდის 4","სოფელი გლდანი. ხიდის 4, თბილისი, , Georgia"
"15","Charity Foundation Caritas Georgia","საქველმოქმედო ფონდი საქართველოს კარიტასი","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","თბილისის მიტოვების რისკის ქვეშ მყოფი ბავშვები კარიტასი/ Tbilisi Center for Children under the risk of abendoment Caritas ","დღის ცენტრი","მიტოვების რისკის ქვეშ მყოფი ბავშვები","თამარ შარაშიძე","http://caritas.ge/en/take-action; ","tamar.sharashidze@caritas.ge","2693413; 591229701","თბილისი","თბილისი","თორნიკე ერისთავის ქ. N2დ","41.7499919","44.7859222","თორნიკე ერისთავის  2დ","თორნიკე ერისთავის 2დ, თბილისი, , Georgia"
"16","Charity Foundation ""Chemi Sakhli""","საქველმოქმედო ფონდი ჩემი სახლი","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","","დღის ცენტრი","მიტოვების რისკის ქვეშ მყოფი ბავშვები","ნატო დურგლიშვილი","https://www.facebook.com/%E1%83%A1%E1%83%90%E1%83%A5%E1%83%95%E1%83%94%E1%83%9A%E1%83%9B%E1%83%9D%E1%83%A5%E1%83%9B%E1%83%94%E1%83%93%E1%83%9D-%E1%83%A4%E1%83%9D%E1%83%9C%E1%83%93%E1%83%98-%E1%83%A9%E1%83%94%E1%83%9B%E1%83%98-%E1%83%A1%E1%83%90%E1%83%AE%E1%83%9A%E1%83%98-759392420795986/","nineligza@gmail.com","593278857; 599652324","თბილისი","თბილისი","ნიკოლოზ ყიფშიძის 13-ა","41.7142215","44.758931","ნიკოლოზ ყიფშიძის 13-ა","ნიკოლოზ ყიფშიძის 13-ა, თბილისი, , Georgia"
"17","Poverty Reduction and Emergency Assistance Davit Kintsurashvili's Charity Fund ""Momavlis Gza""","სიღარიბის დაძლევა და გადაუდებელი დახმარება დავით კინწურაშვილის საქველმოქმედო ფონდი მომავლის გზა","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","","დღის ცენტრი","მიტოვების რისკის ქვეშ მყოფი ბავშვები","დავით კინწურაშვილი","https://www.facebook.com/dkf.ge/posts/991466614253567 ","gzamomavlis@gmail.com","596108484; 596063000","თბილისი","თბილისი","წინამძღვრიშვილის 49","41.7199533","44.7934603","წინამძღვრიშვილის 49","წინამძღვრიშვილის 49, თბილისი, , Georgia"
"18","First Step Georgia","პირველი ნაბიჯი საქართველო","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","","დღის ცენტრი;ადრეული განვითარება;ბინაზე მოვლა","მძიმე და ღრმა გონებრივი განვითარების შეფერხების მქონე შშმ ბავშვი ;ბავშვები 0-7 წლამდე ასაკის;ბავშვები 6-18 წლამდე ასაკის","დირექტორი  თამარ ზაალიშვილი;თაკა ნოზაძე","https://www.facebook.com/firststepgeorgia/ ","t.zaalisvili@firststep.ge; gdemeso@gmail.com;  k.japaridze@firststep.ge; takanozadze@gmail.com; rusudanbochorishvili@gmail.com; nakashidzenatia@gmail.com","2603604; 591516145; 568117688; 568480014;568480015","თბილისი","თბილისი","ლუბლიანას 21","41.78377175","44.7747157591335","ლუბლიანას 21","ლუბლიანას 21, თბილისი, , Georgia"
"19","Association Anika","ასოციაცია ანიკა","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ;ზრდასრულთა მომსახურეობა; Adult","","დღის ცენტრი","შშმ ბავშვები;შშმ პირები ","ირინა ინასარიძე","https://www.facebook.com/AssociationAnika; http://anika.ge/?lang=ka","geo_anika@yahoo.com","2694536; 2694591; 599510595; 551776005","თბილისი","თბილისი","ცოტნე დადიანის ქ.N136","41.7378996","44.7952553","ცოტნე დადიანის 136","ცოტნე დადიანის 136, თბილისი, , Georgia"
"22","Child, Family, Society","ბავშვი, ოჯახი, საზოგადოება","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children ;ზრდასრულთა მომსახურება;Adult","თბილისის დღის ცენტრი შშმ ბავშვებისთვის და პირებისთვის -ბავშვი, ოჯახი, საზოგადოება/ Tbilisi day center for children and  people with disabilities - Child, family, society","დღის ცენტრი","შშმ ბავშვები;შშმ პირები ","მაია ბიბილეიშვილი","http://childfamilysociety.ge/ka/; https://www.facebook.com/childfamilysociety/","mabibi50@hotmail.com","577715609","თბილისი","თბილისი","ვაჟა-ფშაველას გამზ.76 ბ, მე-3 სართული, ბინა N39","41.44273","45.79102","ვაჟა-ფშაველას გამზ.76 ბ, მე-3 სართული, ბინა 39","ვაჟა-ფშაველას გამზ.76 ბ, მე-3 სართული, ბინა 39, თბილისი, , Georgia"
"23","Center of Free Pedagogic","თავისუფალი პედაგოგიკის ცენტრი","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","","დღის ცენტრი;ადრეული განვითარება","შშმ ბავშვები;შშმ პირები ","მარინა შოსტაკი","http://www.cfp.ge/; https://www.facebook.com/tavisufalipedagogikis.centri","cfp.shostak@gmail.com","599564721; 2347621","თბილისი","თბილისი","ბორჯომის ქ. N10","41.71981435","44.7916449566927","ბორჯომის  10","ბორჯომის 10, თბილისი, , Georgia"
"24","""Ia""","ია","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children ;ზრდასრულთა მომსახურება;Adult","","დღის ცენტრი","შშმ ბავშვები;შშმ პირები ","ნაირა ჭაბუკიანი","https://www.facebook.com/pg/%E1%83%99%E1%83%90%E1%83%95%E1%83%A8%E1%83%98%E1%83%A0%E1%83%98-%E1%83%98%E1%83%90-129328673892658/about/","kavshiri_ia@yahoo.com","555505549; 2683136; 2681139","თბილისი","თბილისი","გლდანის მე-4მ/რ, კორპ.113, ბ 1ბ","41.44273","45.79102","გლდანის მე-4მ/რ, კორპ.113, ბ 1ბ","გლდანის მე-4მ/რ, კორპ.113, ბ 1ბ, თბილისი, , Georgia"
"25","Children Of The Sun","მზის შვილები","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","","დღის ცენტრი","შშმ ბავშვები","ინგა ლოლაძე","https://www.facebook.com/childrenofthesungeorgia/ ","mz.shvilebi@gmail.com","558588805; 557763400","თბილისი","თბილისი","სააკაძის ქ N73","41.44273","45.79102","სააკაძის ქ 73","სააკაძის ქ 73, თბილისი, , Georgia"
"26","Parent's Bridge","მშობელთა ხიდი","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","დღის ცენტრი შშმ ბავშვებისთვის -მშობელთა ხიდი/ Day Center for Children with disabilities  -Parent's Bridge","დღის ცენტრი","შშმ ბავშვები","თეონა ყაჭეიშვილი","https://www.facebook.com/%E1%83%9B%E1%83%A8%E1%83%9D%E1%83%91%E1%83%94%E1%83%9A%E1%83%97%E1%83%90-%E1%83%AE%E1%83%98%E1%83%93%E1%83%98-Parents-Bridge-726082590800063/","teonakacheishvili@yahoo.com","577473440; 2309321; 593984095","თბილისი","თბილისი","ჩიქობავას N 27","41.7070309","44.8053424","ჩიქობავას  27","ჩიქობავას 27, თბილისი, , Georgia"
"27","Rehabilitation and Social Adaptation Center ""Aisi""","სარეაბილიტაციო და სოციალური ადაპტაციის ცენტრი აისი","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children ;ზრდასრულთა მომსახურება;Adult","","დღის ცენტრი","შშმ ბავშვები;შშმ პირები ","ნანა ცარციძე","http://aisi.ge/;  https://www.facebook.com/aisi.ge/?hc_ref=ARQBj9nSb80YlIYOjKrsuVVU63eQPGR61JTG1Df7r_P4GEd5Psfx6N_KzOXk_8TWQLw&fref=nf","centri_aisi@yahoo.com","599973917;2910160","თბილისი","თბილისი","ჩიქვანაიას 21","41.44273","45.79102","ჩიქვანაიას 21","ჩიქვანაიას 21, თბილისი, , Georgia"
"28","Camille Medical Center","კამიელთა სამედიცინო ცენტრი","უცხოური არასამეწარმეო იურიდიული პირის ფილიალი","სერვისები ბავშვებისათვის ; Children  ","","დღის ცენტრი","შშმ პირები ","კობა კაბოსნიძე","http://camillians.ge/;  ","camilliansge@gmail.com","2600703; 2600785","თბილისი","თბილისი","თემქა 11მ/რ, მე-2 კვ, ანაპის 414 დივიზიის 11","41.44273","45.79102","თემქა 11მ/რ, მე-2 კვ, ანაპის 414 დივიზიის 11","თემქა 11მ/რ, მე-2 კვ, ანაპის 414 დივიზიის 11, თბილისი, , Georgia"
"32","fund Taoba","თაობა","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","დღის ცენტრი","შშმ პირები ","უჩა ვახანია","https://www.facebook.com/fonditaoba/ ","taoba@taoba.org.ge","2537448; 2537449; 595551616","თბილისი","თბილისი","ნუცუბიძის 187ა","41.7307974","44.727743","ნუცუბიძის 187ა","ნუცუბიძის 187ა, თბილისი, , Georgia"
"34","Association for People in Need of Special Care ""APNSC""","კავშირი ადამიანებისათვის განსაკუთრებულ ზრუნვას რომ საჭიროებენ","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","დღის ცენტრი","შშმ პირები ","მარინა ბულია","https://www.facebook.com/profile.php?id=100010915213011&ref=br_rs","info@apnsc.ge","2776307","თბილისი","თბილისი","კობარეთის ქ. N7","41.691497","44.8311444","კობარეთის  7","კობარეთის 7, თბილისი, , Georgia"
"35","Parent's Bridge","მშობელთა ხიდი","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","დღის ცენტრი შშმ პირებისთვის -მშობელთა ხიდი/ Day Center for people  with disabilities  -Parent's Bridge","დღის ცენტრი","შშმ პირები ","თეონა ყაჭეიშვილი","https://www.facebook.com/%E1%83%9B%E1%83%A8%E1%83%9D%E1%83%91%E1%83%94%E1%83%9A%E1%83%97%E1%83%90-%E1%83%AE%E1%83%98%E1%83%93%E1%83%98-Parents-Bridge-726082590800063/","teonakacheishvili@yahoo.com","577473440; 2309321; 593984095","თბილისი","თბილისი","გოცირიძის ქ. N2","41.7083219","44.8055994","გოცირიძის  2","გოცირიძის 2, თბილისი, , Georgia"
"37","Georgian Association for Mental Health","საქართველოს ფსიქიკური ჯანმრთელობის ასოციაცია","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","დღის ცენტრი","შშმ პირები ","მანანა შარაშიძე","https://www.facebook.com/profile.php?id=100004477474446","manana@gamh.org.ge","2317641; 577 749117","თბილისი","თბილისი","კონსტიტუციის 2","41.7164687","44.7971314697464","კონსტიტუციის 2","კონსტიტუციის 2, თბილისი, , Georgia"
"38","The Deaf Association of Georgia","საქართველოს ყრუთა კავშირი","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult; სერვისები ბავშვებისათვის ; Children  ","თბილისის დღის ცენტრი -ყრუთა კავშირი/ Tbilisi Day Center -Deaf Association of Georgia","დღის ცენტრი;ყრუთა კომუნიკაციის ხელშეწყობა;ჟესტური ენის თარჯიმანთა მომსახურეობა; ჟესტური ენის სწავლება; კულტურული პროგრამა","შშმ პირები ","ამირან ბატატუნაშვილი","","geodeaf@mail.ru","577456615; 2910667","თბილისი","თბილისი","მაიაკოვსკის ქ. N6","41.44273","45.79102","მაიაკოვსკის  6","მაიაკოვსკის 6, თბილისი, , Georgia"
"39","Caritas Georgia","საქველმოქმედო ფონდი საქართველოს კარიტასი","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","ჰარმონია","დღის ცენტრი","შშმ პირები ","თამარ შარაშიძე ","https://caritas.ge/ka/%E1%83%98%E1%83%9B%E1%83%9D%E1%83%A5%E1%83%9B%E1%83%94%E1%83%93%E1%83%94/","tamar.sharashidze@caritas.ge","591229701","თბილისი","თბილისი","თორნიკე ერისთავის ქ. N2","41.7499919","44.7859222","თორნიკე ერისთავის  2","თორნიკე ერისთავის 2, თბილისი, , Georgia"
"40","Association of Helping Children with Hearing and Speaking Disorders","სმენისა და მეტყველების დარღვევის მქონე ბავშვთა დახმარების ასოციაცია","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","დღის ცენტრი","შშმ პირები ","მაია ასაკაშვილი","http://www.vipmed.ge/maia-asakashvili/ ","asakashvili_maia@yahoo.com","599513397; 2323480","თბილისი","თბილისი","ვაჟა ფშაველას 73, მე-3 კვ, 1ბ კორპ, ბინა 14","41.44273","45.79102","ვაჟა ფშაველას 73, მე-3 კვ, 1ბ კორპ, ბინა 14","ვაჟა ფშაველას 73, მე-3 კვ, 1ბ კორპ, ბინა 14, თბილისი, , Georgia"
"41","Social Assistance Fund for Disabled ""New Life""","ინვალიდთა სოციალური დახმარების ფონდი ახალი სიცოცხლე","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ;ზრდასრულთა მომსახურება;Adult","","დღის ცენტრი","შშმ ბავშვები;შშმ პირები ","ნატალია როსტომაშვილი","https://www.facebook.com/newlifefund/","nrostomashvili@yahoo.com","599567426; 0350235815","კახეთი","თელავი","ჩოლოყაშვილის ქ. N37","41.44273","45.79102","ჩოლოყაშვილის  37","ჩოლოყაშვილის 37, თელავი, კახეთი, Georgia"
"42","Georgian Society for Public Interests Protection","საქართველოს საზოგადოებრივი ინტერესების დაცვის ასოციაცია","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","დღის ცენტრი ჩოლოყაშვილზე/ day center on Cholokashvili street","დღის ცენტრი","შშმ ბავშვები","ნინო პაატაშვილი","","ninopaatashvili@gmail.com","593334224","კახეთი","თელავი","ჩოლოყაშვილის ჩიხი3, N3","41.44273","45.79102","ჩოლოყაშვილის ჩიხი3, 3","ჩოლოყაშვილის ჩიხი3, 3, თელავი, კახეთი, Georgia"
"43","Alter Ego","ალტერ ეგო","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","","დღის ცენტრი","შშმ პირები ","ირინე გეგეჭკორი","","alteregou@yahoo.com","593342594; 593978311; 0350232303","კახეთი","თელავი","მაგამედოვის 10","41.9166671","45.4859742","მაგამედოვის 10","მაგამედოვის 10, თელავი, კახეთი, Georgia"
"45","Terjola Disabled Children's Training-Rehabilitation Center ""Imedis Skhivi""","თერჯოლის უნარშეზღუდულ ბავშვთა სასწავლო-სარეაბილიტაციო ცენტრი ""იმედის სხივი""","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","","დღის ცენტრი","შშმ ბავშვები","ნაირა ნიკოლაძე","","imedis.sxivi@mail.ru","593608474; 593627719","იმერეთი","თერჯოლა","რუსთაველის N166","42.1764338","42.9780069","რუსთაველის 166","რუსთაველის 166, თერჯოლა, იმერეთი, Georgia"
"46","Kutaisi Education Development and Employment Center","ქუთაისის განათლების, განვითარების და დასაქმების ცენტრი","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","საპოვნელა; Sapovnela","დღის ცენტრი","შშმ ბავშვები","ლია კილაძე","http://www.kedec.ge/; https://www.facebook.com/kedec.ge/","kutaisi.youth@gmail.com","0431251330; 599157315","იმერეთი","თერჯოლა","ოთხი ძმის ქ. N13","41.44273","45.79102","ოთხი ძმის  13","ოთხი ძმის 13, თერჯოლა, იმერეთი, Georgia"
"47","Partnership for Children","პარტნიორობა ბავშვებისთვის","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","იალონი","დღის ცენტრი","მიტოვების რისკის ქვეშ მყოფი ბავშვები","გიორგი ჯიაძე","https://www.facebook.com/Partnership-for-Children%E1%83%9E%E1%83%90%E1%83%A0%E1%83%A2%E1%83%9C%E1%83%98%E1%83%9D%E1%83%A0%E1%83%9D%E1%83%91%E1%83%90-%E1%83%91%E1%83%90%E1%83%95%E1%83%A8%E1%83%95%E1%83%94%E1%83%91%E1%83%98%E1%83%A1%E1%83%97%E1%83%95%E1%83%98%E1%83%A1-623906064332978/","p4c@mail.com","599410201;577616459","მცხეთა-მთიანეთი","თიანეთი","რუსთაველის 59 (თიანეთის პირველი საჯარო სკოლა)","41.44273","45.79102","რუსთაველის 59 (თიანეთის პირველი საჯარო სკოლა)","რუსთაველის 59 (თიანეთის პირველი საჯარო სკოლა), თიანეთი, მცხეთა-მთიანეთი, Georgia"
"48","Civic Initiatives Youth Center ""Future""","სამოქალაქო ინიციატივების ახალგაზრდული ცენტრი მომავალი","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","იალონი","დღის ცენტრი","შშმ ბავშვები","გიორგი კენჭუაშვილი","","momavali2003@gmail.com","599990067;593465330","შიდა ქართლი","კასპი","შატბერაშვილის 32","41.44273","45.79102","შატბერაშვილის 32","შატბერაშვილის 32, კასპი, შიდა ქართლი, Georgia"
"49","Rehabilitation Center ""Iavnana""","სარეაბილიტაციო ცენტრი იავნანა","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","ლამპარი","დღის ცენტრი","მიტოვების რისკის ქვეშ მყოფი ბავშვები","ციცინო ჩხარტიშვილი","","cicinochxartishvili@yahoo.com","599714359","გურია","ლანჩხუთი","მარჯანიშვილის ქ. N11","42.0856148","42.0329228","მარჯანიშვილის  11","მარჯანიშვილის 11, ლანჩხუთი, გურია, Georgia"
"50","""Beliefe in Future 2009""","მომავლის რწმენა 2009","შპს ","სერვისები ბავშვებისათვის ; Children  ","ჯადოსნური სამყარო","დღის ცენტრი","შშმ ბავშვები","ბონდო გეგელია","","irakli_gegelia@mail.ru","557011122","მცხეთა-მთიანეთი","მცხეთა","მამულაშვილის ქ. 10","41.8451959","44.720586","მამულაშვილის  10","მამულაშვილის 10, მცხეთა, მცხეთა-მთიანეთი, Georgia"
"51","Kutaisi Education, Development and Employment Center (KEDEC)","ქუთაისის განათლების, განვითარების და დასაქმების ცენტრი","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","იალონი ; Ialoni","დღის ცენტრი","შშმ ბავშვები","ლია კილაძე","http://www.kedec.ge/","kutaisi.youth@gmail.com","0431251330; 599157315","მცხეთა-მთიანეთი","მცხეთა","საგურამო","41.8990486","44.7593974","საგურამო","საგურამო, მცხეთა, მცხეთა-მთიანეთი, Georgia"
"52","We Are Together","ჩვენ ერთად ვართ","ა(ა)იპ","სერვისები ბავშვებისათვის ; Children  ","","დღის ცენტრი","შშმ ბავშვები","გიული ელბაქიძე","","okropiridzemariam@yahoo.com","593535176","მცხეთა-მთიანეთი","მცხეთა","წეროვანის დევნილთა დასახლება","41.44273","45.79102","წეროვანის დევნილთა დასახლება","წეროვანის დევნილთა დასახლება, მცხეთა, მცხეთა-მთიანეთი, Georgia"
"53","Kutaisi Education Development and Employment Center","ქუთაისის განათლების, განვითარების და დასაქმების ცენტრი","ა(ა)იპ","ზრდასრულთა მომსახურება;Adult","იალონი ; Ialoni","დღის ცენტრი","შშმ პირები ","ლია კილაძე","http://www.kedec.ge/; https://www.facebook.com/kedec.ge/","kutaisi.youth@gmail.com","0431251330; 599157315","მცხეთა-მთიანეთი","მცხეთა","საგურამო","41.8990486","44.7593974","საგურამო","საგურამო, მცხეთა, მცხეთა-მთიანეთი, Georgia"
